PJB ID,Document Body
PJB 2018,"<p>September 30, 1968</p><p>Dear Mr. Ross,</p><p>Please forgive my lateness in replying to your kind letter. By the time you receive this letter you will have already have held the event you wrote me about.</p><p>I hope I did not inconvenience you too much.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Donald R. Ross<br/>Director, LEAP<br/>1703 N. Peoria<br/>Tulsa, Oklahoma</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1917,"<p>July 30, 1968</p><p>Dear Mrs. Taylor,</p><p>Please forgive me for not answering your kind letter sooner. I usually do not like to arrange engagements so far in the future. Might I give you a tentative ""yes"" on speaking before your state conference on September 28, or would you require a more concrete statement from me.</p><p>I would require round-trip air travel in advance, overnight hotel accomodations, and an honorarium of $200.00.</p><p>If these terms suit your arrangements, then I hope to hear from you shortly.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mrs. Dorothy Taylor<br/>913 Grand Avenue<br/>Davenport, Iowa  52803</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1975,"<p>September 19, 1968</p><p>Dear Mr. Calloway,</p><p>Please forgive me for being so difficult to contact. I dislike the telephone, and prefer to handle matters like this one through the mail. I hope I haven't inconvenienced you.</p><p>The December 22 date would be fine. Could I ask you to write back and to give me some indication of what terms can be made?</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Earl Calloway<br/>Fine Arts Editor<br/>Chicago Daily Defender<br/>2400 South Michigan Avenue<br/>Chicago Illinois  60616</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1735,"<p>June 3, 1968</p><p>The Editors<br/>Motive Magazine<br/>Post Office Box 871<br/>Nashville, Tennessee</p><p>Dear sirs:</p><p>The other eight black members of the Georgia House of Representatives would be surprised to read in <u>Motive</u> (May, 1968) that I am ""the only Negro member.""</p><p>I also want to make a special acknowledgement to Lerone Bennett, a Senior Editor of <u>Johnson</u> publications, for his unknowing aid in helping me form the ideas which provided me with the basis for the article on Negro politics.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1887,"<p>July 24, 1968</p><p>Mr. Edwin C. Kruse<br/>107 Center Avenue<br/>Chatham, New Jersey  07928</p><p>Dear Mr. Kruse:</p><p>I am not supporting, working for or endorsing any of the candidates in this year's presidential race.</p><p>The <u>Times</u> story was in error; they have run a correction. <u>The Jet</u> story comes from the <u>Times</u>; they are running a correction also.</p><p>The <u>National Guardian</u> ran a story which they lifted from the <u>Times</u>; I hope they will also run a correction.</p><p>What has been disturbing to me is the large number of persons like yourself who believed it.</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2020,"<p>September 30, 1968</p><p>Dear Mr. Hill,</p><p>It is good to hear from you again. I wonder whether I could ask you to write me again next year. Both of the dates you mentioned in your letter are already full, and the rest of this year is also pretty busy for me.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Elijah Hill, Jr.<br/>Progressive Club<br/>805 1/2 Wright Street<br/>Thomasville, Georgia</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2033,"<p>September 30, 1968</p><p>Dear Ellis,</p><p>Thanks for the note. I enjoyed the taping of the show and wish I could have seen the whole show on television.</p><p>I will keep in touch, and hope to get back to the city soon.</p><p>I am enclosing two brochures describing some local talent that might interest you. I especially recommen<strike>t</strike>d Bernice Reagon; she is a neighbor and a terrific performer.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Ellis Haizlip<br/>SOUL!<br/>Educational Broadcasting Corporation<br/>304 West 58th Street<br/>New York, New York  10019</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1865,"<p>July 8, 1968</p><p>Dear Mr. Pharr,</p><p>As you know, Fulton County has extended use of the Vote Recorder machine for the up-c<strike>i</strike>oming elections.</p><p>A great many people will be voting for the first time in t<strike>g</strike>his election. Your paper could help these new voters by running, as a public service, the enclosed description of the use of this machine for those who are unfamiliar with it.</p><p>Sincerely,</p><p>Julian Bond</p><p>enc to</p><p>Mr. Ernest Pharr<br/>ATLANTA INQUIRER<br/>787 <strike>O</strike>Parsons Street Southwest<br/>Atlanta, Georgia</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1841,"<p>                                               June 27, 1968</p><p>Dear Mrs. Simmons,</p><p>Please excuse me for taking so long to thank you for your very kind contribution. I deeply appreciate it, and want you to know that my lateness in thanking you was caused only by my negligence and not because of any lack of appreciation.</p><p>I only hope that I can be worthy of your support in the days and months ahead. Thank you again.</p><p>Sincerely,</p><p>Julien Bond</p><p>Thanks to FromThePage transcription contributors: Zachary Busch Carlos Perez TeeTwoThree</p>"
PJB 2039,"<p>September 30, 1968</p><p>Gentlemen,</p><p>Thank you for your kind invitation.  I am sorry that my schedule will not permit me to be with you on this occasion.</p><p>Sincerely,</p><p>Julian Bond</p><p>The Inauguration Committee<br/>Fisk University<br/>Nashville, Tennessee</p><p>Thanks to FromThePage transcription contributors: Carlos Perez esh999</p>"
PJB 2014,"<p>September 30, 1968</p><p>Dear Mr. Brooks,</p><p>Thank you for your kind invitation to speak in Allentown. I am sorry I can't be with you on that date, but I have a conflicting engagement.</p><p>Will you please consider asking me for another such date in the future?</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Franklin W. Brooks<br/>Allentown Branch<br/>NAACP<br/>Post Office Box 94<br/>Allentown, Pennsylvania</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1876,"<p>July 16, 1968</p><p>Dear Fred,</p><p>I have received a letter from Jack Delius, General Manager of the City's Parks Department.</p><p>In this letter he says:  ""I am asking Miss Jimmie Mims, Director of our Summer Recreation Program, to instruct the Area Recreation Supervisor for Harris Homes to <strike>gi</strike><sup>ha</sup>ve a sprinkler installed on Norcross Street between Ashby and Lee Streets"".</p><p>He also indicates that he will make at<strike>e</strike><sup>t</sup>tempts to get the playground equipment repaired or replaced as necessary.</p><p>I hope this helps the kids in the neighborhood out, and will encourage the parents to bring other problems to me.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr.<strike> R</strike><sup>F</sup>red Flournoy<br/>861 Norcross Street, no. 401<br/>Atlanta, Georgia</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: Carlos Perez esh999</p>"
PJB 1838,"<p>June 27, 1968</p><p>Dear Fred,</p><p>I think we can expect some results from the enclosed note to Wyche Fowler. Please let me know if you can set up another meeting, and if you get a chance, let the people know I am thinking..and working.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Fred Flournoy<br/>861 Norcross Street Southwest - #401<br/>Atlanta, Georgia</p><p>:nb<br/>enclosure</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2010,"<p>September 30, 1968</p><p>Dear sir,</p><p>Thank you for your kind letter. I appreciate your expression of support very much.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Gene Britton<br/>Cathedral of Saint Philip<br/>2744 Peachtree Road Northeast<br/>Atlanta, Georgia 30305</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  emtranscribes</p>"
PJB 2022,"<p>September 3<strike>9</strike>0, 1968</p><p>Gentlemen,</p><p>I need twelve prints of the enclosed photograph. Will you please trim them to fit in an envelope...just a little smaller than the enclosed photo.</p><p>Thank you.</p><p>Sincerely,</p><p>Julian Bond</p><p>Georgia Blueprint Co.<br/>Atlanta, Georgia</p><p>pickup order</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1879,"<p>July 18, 1968</p><p>Mr. Gerald T. Dees<br/>Assistant Director<br/>LaSalle College Union<br/>Philadelphia 41, Pennsylvania</p><p>Dear Mr. Dees:</p><p>Thank you for your letter. I would be glad to come to LaSalle. The October 30 date you ment-ioned would be best for me.</p><p>There is one correction I must make in your letter. I am a state representative, and not a member of the Congress of the United States. I would, therefore, require round-trip air transportation from Atlanta to Philadelphia and back rather than from Washington.</p><p>Additionally, I would require over-night hotel accomodations at a motel or hotel. I am weary of making <strike>c</strike>q<strike>h</strike>uick trips and have been advised by my doctor to travel as slowly as I can arrange.</p><p>The honorarium of $250 you mentioned will be fine. If these arrangements will fit your plans, I hope to hear from you shortly.</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  emtranscribes</p>"
PJB 1748,"<p>June 3, 1968</p><p>Professor Gerald A. McWorter<br/>Afro-American Studies Center<br/>Fisk University<br/>Nashville, Tennessee</p><p>Dear Gerry:</p><p>Thanks for the letter. I've been to two black students' conferences lately, one at Shaw in Raleigh and one at the University of Connecticut.</p><p>Both bothered me; the one at Shaw was overly structured by the President, Dr. Cheek I believe his name is, and the one at Connecticut was too filled with mystique.</p><p>As a beginning, I would suggest you contact Miss Juanita Clark at the Metropolitan Applied Research Center in New York. Last summer, Miss Clark (no relation to Dr. Kenneth Clark)(was working toward a New York area conference of black student groups, and appeared to have extensive contacts throughout the country.</p><p>Secondly, I would think you might want to make a definite distinction between those groups that are</p><p>(more)</p>                       <p>Professor Gerald A. McWorter<br/>June 3, 1968<br/>Page two</p><p>oriented toward blackness as a basis for study and introspection and those which want to engage in positive action, community work and/or campus reform.</p><p>My limited experience has been that groups which fit into the former category are next to useless and spend most of their time listening to Malcolm X tapes and Aretha Franklin records. Groups in the latter category are in the minority, but need, I believe, to be cultivated.</p><p>The Shaw conference suffered because most students in attendance seemed to come from groups that those described last above; secondly, there was a hint in the air that the president wanted to establish a new, non-violent campus-based SNCC, controlled by Shaw students.</p><p>Although it may sound like the typical liberal-radical response, I believe that these groups need more than anything else a medium of communication. A group in Nashville needs to know that a group in Atlanta...or even Oakland...is working on a similar program. There needs to be some mechanism for spreading important information amongg these groups so that special projects can be agreed upon. Such organizations as SNCC, CORE, the National Black Anti-War, Anti-Draft Union need to have a way to feed their information into these groups.</p><p>Had these groups <strike>g</strike>been in contact with each other through a periodic, regular newsletter, for instance, I would have wanted to use that media to recruit student workers for the candidacy of Attorney George Payton in Charleston and for other black candidates who need the sort of help from the black college community that Kennedy and McCarthy have been getting from the white college community.</p><p>The newsletter could have been used to let people know about the articles you organized on the black university in <u>Negro Digest</u>, and for a host of other, informative purposes.</p><p>(more)</p>                       <p>Professor Gerald A. McWorter<br/>June 3, 1968<br/>Page three</p><p>In other words, I believe these groups need to be infused with a sense of action; study has its place, but some of the groups I've observed have become study groups alone. Their meetings degenerate into shouting matches wherein each member tries to display the greatest m<strike>a</strike>ilitancy and hatred for white people.</p><p>That may have its place too, but not in an era when young people have deserted the activism they displayed in 1963, '64 and '65, and not in an era when the black community needs, more perhaps than ever before, dedicated young organizers and articulators of its problems.</p><p>Black students served that role in older movements. They could serve it in a newer one, if they are encouraged, organized, and if they can get off the campus and into the streets.</p><p>Please keep in touch on this. I want to hear more.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2008,"<p>September 30, 1968</p><p>Dear Dr. Sawyer,</p><p>I am sorry to be so late in replying to your kind invitation.</p><p>The date you mentioned has already been filled. I hope you will be kind enough to ask me at some later date.</p><p>Sincerely,</p><p>Julian Bond</p><p>Dr. Granville M. Sa<strike>y</strike>wyer, President<br/>Texas Southern University<br/>Houston, Texas</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  emtranscribes</p>"
PJB 1740,"<p>June 3, 1968</p><p>Mr. H. Anthony Pennyfeather<br/>Director, Scholars Lecture Program<br/>Student Government Association<br/>Livingstone College<br/>c/o Post Office Box 241<br/>Salisbury, North Carolina  28144</p><p>Dear Mr. Pennyfeather:</p><p>I would be glad to entertain an invitation to speak at Livingstone. Could I ask you to contact me again in the fall?</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2042,"<p>September 30, 1968</p><p>Dear Mr. Suit,</p><p>Thank you for your letter.<br/>I don't want equal time. The convention is over. I do,<br/>however, want to correct some misstatements of fact in your<br/>editorial.</p><p>I did believe, at the<br/>time my name was placed in nomination, that I was too young,<br/>under the United States Constitution, to be a serious can-<br/>didate for vice-president. Since then, however, a study of <br/>the Constitution has revealed to me that the qualifications<br/>are not exact on this point.</p><p>I knew, additionally,<br/>that nominees did not speak on their own behalf before<br/>the convention.</p><p>I was not below the<br/>podium asking for permission to come on the platform<br/>for a speech.</p><p>I had discovered, minutes <br/>before, that the ""regular"" Georgia delegation, in violation<br/>of the rules of the Democratic National Committee, had met<br/>to re-elect Mrs. Marge Thurman and Mrs. Bill Trotter as<br/>Committeeman and Committeewoman from Georgia. This action<br/>violated the rules because the rules call for this selection<br/>process to be conducted by the ""full delegation"".</p><p>more</p>                       <p>Mr. Hal Suit<br/>September 20, 1968<br/>page two</p><p>At the time the selection<br/>took place, neither of the rival delegations had been seated,<br/>and neither, therefore, had any standing before the convention<br/>or any right to conduct any election of Committeeman or woman.</p><p>I went to the podium to<br/>talk with John Bailey, then Chairman of the Democratic National<br/>Committee. He urged me to seek a meeting with the ""regulars"",<br/>a precedure we have been trying to follow with no success all<br/>that week. Failing that, he suggested we file a challenge<br/>with the national Committee that morning, which we did.</p><p>The purpose of my<br/>nomination was, in the words of the nominator, symbolic,<br/>and was additionally intended to allow the seconders to<br/>discuss not just the events in downtown Chicago, but the<br/>war in Vietnam and domestic racism.</p><p>The Chairman, in violation<br/>of convetion rules, denied us this chance.</p><p>It was not, as you have<br/>said, a joke. It was a serious attempt at further dis-<br/>cussion of crucial issues, a discussion which you may admit<br/>had not been fully allowed to take place.</p><p>Finally, why should<br/>someone have to be 35 to be President of Vice-president?<br/>I incindentally felt this way before the convetion, and<br/>see no reason to change that opinion.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Hal Suit<br/>W S B<br/>1601 West Peachtree Street Northeast<br/>Atlanta, Georgia 30309</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez</p>"
PJB 1955,"<p>September 19, 1968</p><p>Dear Mr. Britton:</p><p>Please forgive me for being so difficult to con-tact.</p><p>I am afraid my schedule will not permit me to speak on the date you have indicated. Could I ask you to inquire again sometime in the future?</p><p>I have always enjoyed speaking before NAACP groups and hope to do so many more times in the future.</p><p>Sincerely,</p><p>Julian Bond</p><p>HJB:sb</p><p>Mr. Harvey Britton</p><p>1821 Orleans Avenue</p><p>Room 200</p><p>New Orleans, Louisiana</p><p>Thanks to FromThePage transcription contributors: Carlos Perez emtranscribes</p>"
PJB 1829,"<p>June 13, 1968</p><p>Mrs. Helen Straughter<br/>Le Chateau<br/>123 Griffin Street Northwest<br/>Atlanta, Georgia</p><p>Dear Mrs. Straughter:</p><p>I just wanted to thank you again for your kindness on Tuesday night. It means a great deal to me to be offered help by the people I represent. I travel a great deal over other parts of the United States, and sometimes receive awards, but nothing is quite as nice as receiving recognition from those who live and work near you.</p><p>I am having enlargements made of the t<strike>ow</strike>wo pictures I took with me, and will have enlargements made for you as well. It may take two or three weeks, but I will get them back to you shortly.</p><p>Again, thank you for your kindness.</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1947,"<p>September 19, 1968</p><p>Dear Mr. Phillips:</p><p>Forgive me for not answering sooner.</p><p>I appreciate your invitation to judge the Miss Black America and Mr. Universe pageants. Regret-fully I cannot make th<strike>a</strike>e date you have mentioned.</p><p>I wish you success with your organization and appreciate your consideration.</p><p>Sincerely,</p><p>Julian Bond</p><p>HJB:sb</p><p>Mr. Henry C. Phillips<br/>Inshempt Ambassadors for Youth Development, Inc.<br/>1094 N.W. 54 Street<br/>Miami, Florida 33127</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  emtranscribes</p>"
PJB 1899,"<p>July 29, 1968</p><p>Dear Messrs. Popkin,</p><p>Many thanks for your kind invitation to attend the meet at Blue Star Camp. I am sorry but I cannot attend, although I think the idea is a praiseworthy one.</p><p>I am associated with a great many groups at present that make demands on my time that I cannot fulfill, and in fairness to your project, I will have to decline your invitation.</p><p>I do wish you best wishes for success in your plans for the Intergroup Camp.</p><p>Sincerely,</p><p>Julian Bond</p><p>Messrs. Herman and Harry Popkin<br/>Blue Star Camps<br/>Hendersonville, North Carolina</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  emtranscribes</p>"
PJB 2031,"<p>September 30, 1968</p><p>Genelemen,</p><p>Thank you for your kind invitation to speak in November.</p><p>I am sorry, but that date is already filled. I hope you will be kind enough to ask me to come another time.</p><p>Sincerely,</p><p>Julian Bond</p><p>Highlight Society<br/>c/o Wilkinson High School<br/>Belleville Road<br/>Orangeburg, South Carolina  29115</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1736,"<p>June 3, 1968</p><p>Howard Moore, Esquire<br/>Attorney at Law<br/>859-1/2 Hunter Street Northwest<br/>Atlanta, Georgia</p><p>Dear Howard:</p><p>I hope you are taking care of that three hundred dollar<strike>d</strike>s. I am in bad shape.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2029,"<p>September 30, 1968</p><p>Dear Mr. Dee,</p><p>Please excuse me for being so difficult to contact.</p><p>I don't think I have a book in me.</p><p>Sincerely,<br/>Julian Bond</p><p>Mr. Ivan R. Dee<br/>Managing Editor<br/>Quadrangle Books<br/>12 East Delaware<br/>Chicago, Illinois 61611</p><p>Thanks to FromThePage transcription contributors: Carlos Perez guest_user</p>"
PJB 1909,"<p>July 29, 1968</p><p>Dear Mr. O'Dell,</p><p>Thank you for your kind letter and the DuBois photograph.</p><p>I am enclosing, for your information, a brochure from a political campaign that is developing a great deal of interest in this state. If you know any rich people with money to burn, ask them to drop a few dollars into the Jackson campaign kitty.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. J. H. O'Dell<br/><u>Freedomways</u><br/><strike>k</strike>799 Broadway - Suite 544<br/>New York, New York 10003</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1866,"<p>July 8, 1968</p><p>Dear Mr. Ware,</p><p>As you know, Fulton County has extended use of the Vote Recorder machine for the up-coming elections.</p><p>A great many people will be voting for the first time in this election. Your paper could help these new voters by running, as a public service, the enclosed description of the use of this machine for those who are unfamiliar with it.</p><p>Sincerely,</p><p>Julian Bond</p><p>enc to</p><p>Mr. J. L. Ware<br/>ATLANTA VOICE<br/>953 Hunter Street Northwest<br/>Atlanta, Georgia</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Sarah Ahmad  emtranscribes</p>"
PJB 1875,"<p>July 16, 1968</p><p>Dear Mr. Delius,</p><p>Thank you for your letter of<br/>June 27 and your kind attention to my request for addit-<br/>ional recreational services in Harris Homes.</p><p>I am sure the residents will<br/>be most appreciative. Thank you again.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Jack C. Delius<br/>Department of Parks<br/>City Hall<br/>Atlanta, Georgia 30303</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: Severian Gardi Carlos Perez</p>"
PJB 1977,"<p>September 20, 1968</p><p>Dear Jack,</p><p>I will be glad to <strike>a</strike><sup>s</sup>peak for the Legal Defense Fund on November 15 at what-ever honorarium you propose.</p><p>Inonly ask that you make arrangements through the American Program Bureau, 59 Temple Pla<strike>e</strike><sup>c</sup>e, Boston, Mass. Mr. Robert Walker is the contact person there. He will receive a copy of this letter.</p><p>Sincerely,</p><p>Julian Bond</p><p>Jack Greenberg, Esquire<br/>Legal Defense Fund<br/>NAACP Legal Defense and Educational Fund, Inc.<br/>10 Columbus Circle<br/>New York, New York 10019 (JUdson 6-8397)</p><p>nb</p><p>Thanks to FromThePage transcription contributors: Carlos Perez emtranscribes</p>"
PJB 1830,"<p>June 14, 1968</p><p>Mr. James Buchannan<br/>133 Davis Street<br/>Jackson, Tennessee</p><p>Dear Mr. Buchannan:</p><p>Please forgive me for taking so long to follow up our telephone conversation.</p><p>When will you be sending me my air fare to Jackson?</p><p>We neglected to mention an honorarium. Will one be offered?</p><p>I hope you can be back in touch with me shortly on both these matters.</p><p>Sincerely,</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2048,"<p>September 30, 1968</p><p>Dear sir,</p><p>Please excuse my lateness in replying to your kind letter.</p><p>I am not an efficient man; the only other occasion upon which I tried to conduct an experiment like the one you describe I completely forgot it.</p><p>In the interest of not doing so again, I believe I had better decline, with apologies.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. James A. Burkhart<br/>Professor of Political Science<br/>Stephens College<br/>Columbia, Missouri  65201</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1818,"<p>June 12, 1968</p><p>Mr. James L. Felder<br/>Field Director<br/>South Carolina Voter Education Project<br/>1125 1/2 Washington Street<br/>Columbia, South Carolina  29201</p><p>Dear Jimmy:</p><p>Thanks for your kind letter. I enjoyed the week-end and was sorry I couldn't arrange the two trips back. Perhaps we can work something out in the future.</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1979,"<p>September 26, 1968</p><p>Dear James,</p><p>Thank you for your kind invitation to speak for George Brown in mid-October. I am sorry I will not be able to be with you, because my schedule has filled up completely for that month.</p><p>I did enjoy being with you last month, and I hope to get back in your area before mid-winter.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. James L. Felder<br/>Director<br/>South Carolina Voter Education Project<br/>1420 Lady Street<br/>Columbia, South Carolina  29201</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1814,"<p>June 12, 1968</p><p>Mr. Jay Mason<br/>Student Union Activities<br/>Kansas Union<br/>University of Kansas<br/>Lawrence, Kansas  66044</p><p>Dear Mr. Mason:</p><p>I am a Representative, not a Senator, although I appreciate the elevation.</p><p>I could come to the University on either of the two dates you've mentioned. Is either one preferable from your point of view. Can you give me some idea of the travel arrangements and honorarium and the length of the talk you would want me to give?</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1738,"<p>June 3, 1968</p><p>Mr. Jerry Russell<br/>Route 2, Box 186-A<br/>Toccoa, Georgia  30577</p><p>Dear Mr. Russell:</p><p>Mr. John Lewis has asked me to answer your letter.</p><p>As nearly as I can ascertain, the November general election will only determine which set of electors...Democratic or Republican...will cast Georgia's votes in the Electoral College. The electors are not bound...except morally...to vote for the party nominee or for whichever candidate wins a majority of Georgia's popular votes.</p><p>I can only suggest that you ask your state senator or representative to introduce legislation in the General Assembly next year to correct this situation. If I am returned to the Assembly, I plan to do the same.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 2012,"<p>September 30,1968</p><p>Dear Mr. Russell,</p><p>Thank you for your kind letter. I appreciate your expression of support.</p><p>The vice-chairman of the Wisconsin delegation was:</p><p>Attorney Ted M. Warshafsky <br/>536 West Wisconsin Avenue <br/>Milwaukee, Wisconsin</p><p>Sincerely,</p><p>Julian Bond</p><p>Mr. Jerry Russell <br/>Route 2, Box 186A<br/>Toccoa, Georgia 30577</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Knesmithjr</p>"
PJB 1746,"<p>June 3, 1968</p><p>Mrs. Joan Simmons<br/>Craftsbury Academy<br/>Craftsbury Common, Vermont</p><p>Dear Mrs. Simmons:</p><p>Thank you for your kind letter. Please forgive my lateness in replying. I appreciate your comments.</p><p>Sincerely,</p><p>Julian Bond</p><p>JB:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1857,"<p>July 8, 1968</p><p>Mr. John W. Edwards, Director<br/>North Carolina Voter Education Project<br/>213 ½ West Main Street<br/>Durham, North Carolina  27701</p><p>Dear John:</p><p>Thanks for your letter.  I would prefer having you purchase the ticket at your end rather than buying it myself.</p><p>Flying to Raleigh-Durham will be fine with me. Keep in touch, and I look for-ward to seeing you again.</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: Carlos Perez Doreen esh999</p>"
PJB 1821,"<p>June 12, 1968</p><p>Dr. John A. Morsell<br/>Assistant Executive Director<br/>N. A. A. C. P.<br/>Seventeen Ninety Broadway<br/>New York, New York  10019</p><p>Dear Dr. Morsell:</p><p>Please forgive my lateness in replying to your letter. I hope this letter will serve as my official acceptance of your kind invitation. I look forward to being with you on the 26th.</p><p>Will you be sending me a ticket in advance? If so, I hope it can be arranged so I may arrive in Atlantic City early that afternoon or late that morning, and can depart on the next morning.</p><p>Under separate cover, I am sending you a biography, but I wanted to get this off to you as soon as I could.</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1824,"<p>June 12, 1968</p><p>Mr. Jon Nelson<br/>Lutheran Center<br/>532 University Avenue<br/>Missoula, Montana  59801</p><p>Dear Mr. Nelson:</p><p>The arrangements you have mentioned will be fine. I will leave the travel arrangements to your discretion. In<strike>d</strike>cidentally, since writing you earlier, I have had another bad experience with Eastern Airlines. It took me 16 hours three weeks ago to come from Toronto, Canada to Atlanta, and on this past Sunday, it took me three and one-half hours to go from Atlanta to New Orleans, a normally hour and one-half trip.</p><p>Again, I hope you willkeeep in touch with me between now and then since the date is so far away.</p><p>I would prefer motel accomodations, and could speak in the class you mentioned if the travel schedule permits.</p><p>Sincerely,</p><p>Julian Bond</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Carlos Perez</p>"
PJB 1906,"<p>July 29, 1968</p><p>Dear Kate,</p><p>Your letter was a shock to me because it meant that you believed what the <u>Times</u> had to say, and that you believed it without question.</p><p>I am not now, nor have I ever been, a worker, campaigner, believer in or advocate of Vice-President Humphrey.</p><p>I did manage to meet with Senator McCarthy for a few minutes when he was here last week. A nice man.</p><p>I'd like to get up yonder again, but I only travel by invitation and financial inducement. So, if someone in the area wants a cheap speaker, who knows.</p><p>Sincerely,</p><p>Julian Bond</p><p>Mrs. Kate Sexton</p><p>RFD #1, Box 103</p><p>Saunderstown, R.I. 02874</p><p>:nb</p><p>Thanks to FromThePage transcription contributors: Carlos Perez emtranscribes</p>"
