PJB ID,Document Body
913,"<p>P.O. Box 593<br/>Denmark, S. C.<br/>March 7, 1967</p><p>The Honorable Julian Bond<br/>State Legislature<br/>Atlanta, Georgia</p><p>Dear SirL</p><p>I am a junior at Voorhees High School in Denmakr, S. C. and I am working on a project in United States History. we have been assigned to do a personal file on outstanding Negroes in our society. I would appreciate it if you would take a little time our of your busy schedule to answer th following inquries for me. I would be grateful if you could return the enclosed slip by March 13th. My grateful appreciation for your consideration.</p><p>Sincerely yours,<br/>[signed] Maudell L. Salley<br/>Maudell L. Salley</p><p>Enclosures:<br/><u>send bio form</u></p><p>Thanks to FromThePage transcription contributors: Princess1 Sarah Ahmad</p>"
PJB771,"<p>[Letterhead]<br/>MAYNARD JOHNSTON  <br/>PHONE 355-4211<br/>MAYNARD JOHNSON &amp; Co.<br/><i>Construction</i><br/>2100 BELVEDERE DR., N. W. <br/>ATLANTA, GA.</p><p>[Begining of Letter]<br/>February 5, 1967</p><p>Rep. Julian Bond,<br/>State Capitol, <br/>Atlanta, Ga. 30303</p><p>Dear Mr. Bond:</p><p>I have never seen evidence to show that the negro, like yourself, in the upper classes of both wealth and education, do anything to aid their people in the lower bracketts. <br/>For that reason I am writing to see whether or not you are different.  I am also writing this same letter to Senator Leroy Johnson.</p><p>Compulsory Unionism is one of the greatest drawbacks that the negro has to face.</p><p>Over the past ten years or more I have worked a crew of Union Negro Brickmasons and all during these years I have taken the most promising of my negro labor, put them on the line and made first class brickmasons of them.  during their four years of apprecticeship with me, they were gradually increased in pay as the Union Scale provided until they Became Jouneymen.  This week the fourth of these men who was ready for his card, was working on the job when a business agent from No. 8 Union came on the job, the first we have ever had, ordered the man off the line unless he immediately paid $50.00 and the balance of his $150.00 initiation fee at $3.00 per working day.  He then advised me and this was news, that <u>no onea</u> could apprentice unless he took a <u>six weeks</u> schooling in the apprentice work shop.  I gave him the $150.00 so this man could get his card but now I am stopped because the average man is married, the next one I would have put on the line has six children, and could not afford to take one week, let alone six, at the pittance I am sure they are paid.</p><p>Some few years ago when the civil rights area was being explored, the Carpenters Union changed the bye laws so as to require that <u>no one</u> may apprentice as a carpenter unless he had a High School Educatioin and diploma.  This automatically eliminated the average southern negro, especially one who works for us as a laborer and has the natural ability to become a carpenter.</p><p>There must be some way to break these two restrictions and they should be broken.</p><p>QUALITY WILL BE EVIDENT LONG AFTER THE COST HAS BEEN FORGOTTEN</p>                       <p>[letter head]<br/>MAYNARD JOHNSTON              PHONE 255-4211<br/>MAYNARD JOHNSTON &amp; CO.<br/>MAILING ADDRESS                                               Construction<br/>P. O. BOX 19654                                             2106 BELVEDERE DR., N. W.<br/>ATLANTA, GA. 30325                                             ATLANTA, GA.</p><p>I do not believe Unions are taxed in any way and leverage of possuble tax action against them might do the trick.</p><p>Incidntally the possibel reason we had never seen a business agent was  that until a year or more ago, there were two Unions 8 and 9, i being the colored local but when they integrated or I should say absorbed, the negro lost out because onee again he was in the minority.</p><p>You must understand that this letter must be kept confidential and not used in any way with my name as it could subject me to all kinds of trouble.</p><p>Oddly enough, I am a very strong segregationalist but I have always believed in helping anyone who was interested in helping himself.</p><p>Cordially yours<br/>Maynard Johnston &amp; Company<br/>[signarure] Maynard Johnston'mj/m<br/></p><p>Thanks to FromThePage transcription contributors: lbaker Meesharie27 Princess1 Emily Hemlinger</p>"
1099,"<p>[Letterhead]<br/>NCNP<br/>National Conference<br/>for New Politics<br/>Midwest Region<br/>1517 W. Howard<br/>Chicago, ILL. 60626</p><p>Tel. 312 - 274.7189<br/>[end letterhead]</p><p>Dear Julian:</p><p>At a meeting of the Executive Board, May 19 - 20, the National Conference for New Politics resolved to convene a ""New Politics Convention on '68 and Beyond"", in Chicago, August 31 - September 4, 1967.  The meeting will enable New Politics forces</p><p>--- to compare and evaluate their experiences since November , 1965, especially during and after the 1966 elections;</p><p>--- to debate policy objectives and political strategies and perspectives;</p><p>--- to evaluate the first year and a half of the National Conference for New Politics, the New Politics first effort at national coalition;</p><p>--- to determine the structure, program, and leadership of the National Conference for New Politics for the ensuing year;</p><p>--- to debate -- and hopefuly to determine -- responses to the 1968 elections.</p><p>To issue the call convening the Convention, and to recommend all matters of policy related to the Convention, NCNP has nominated a Convention Steering Committee consisting of eight members of the NCNP executive Board and 16 representatives of local new politics forces who are not members of the Executive Board of NCNP. A list of those nominated for the Convention Steering Committee is enclosed, along with a memorandum outlining   the responsibilities of the Committee. You will note that yours was one of the names nominated; <br/></p>                       <p>- 2 -</p><p>if we have not been able to reach you, we hope that you will consent now to serve.</p><p>I am also enclosing three NCNP resolutions pertinent to the convention, and agenda for the first meeting of the CSC, a proposed call, and an airmail postcard for your convenience in replying.  In a subsequent mailing I shall send a progress report, a preliminary list of invitees, and a proposed work schedule for the Convention Secretariat.</p><p>We would like to convene the first meeting of the Convention Steering Committee on June 24 - 25, in Chicago.  Please indicate on the enclosed prot card whether or not you can attend the meeting or send a proxy, and whether or not you will need travel expenses.</p><p>Fraternally,</p><p>Micahel P. Wood<br/>Convention Coordinator</p>                       <p>Dear Mike:</p><p>It is a bit late to tell you I can't come to the meeting that will probably be over when you receive this note, but I can't.</p><p>The troubles here and other factors make it important that I spend some time at home.</p><p>However, I'd still liek to serve, if you're interested in an pften absent member.</p><p>Please keep me in touch. I'll be in Chicago on July 28 - 29, I think, and hope to see you then if not before.</p><p>Sincerely, </p><p>Thanks to FromThePage transcription contributors: MBrunsdon Sarah Ahmad</p>"
PJB 1482,"<p>Box 1322<br/>Wofford College<br/>Spartanburg, S.C.<br/>January 8, 1968</p><p>Honorable Julian Bond<br/>Georgia House of Representatives<br/>Atlanta, Georgia</p><p>Dear Rep. Bond:</p><p>During the month of January, Wofford College is experimenting with a month of independent study for each student in a field of his own choosing. This month the title of my project is <u>The Negro in His Search for Political Equality</u>.</p><p>As a well-known Negro political leader, I feel your opinions on this topic would be invaluable. As a Negro who has certainly felt the wrath of racial prejudice, I think any help you could give me would really help my project. In accordance with this I would like to meet with you sometime during the middle two weeks of this month; of course at your convenience. If this is possible let me know and I will be down to Atlanta to talk with you.</p><p>Thank you for your time and I will be anxiously awaiting your reply. I sincerely appreciate your help.</p><p>Yours truly,<br/>[signed Mike Spivey]<br/>Mike Spivey</p><p>[Bond's draft response]:</p><p>Dear Sir:</p><p>Until the second week in March, our legislature will be in session. It would be difficult, therefore, to set an appointment but if you find yourself in Atlanta, feel free to come by the capitol.</p><p>Sincerely</p><p>Thanks to FromThePage transcription contributors: Carlos Perez TeeTwoThree</p>"
PJB 889,"<p>Pleasant Hill Ill.</p><p>March 7, 1967</p><p>Hon. Julian Bond, State Representative</p><p>State Capitol Building</p><p>Atlanta</p><p>Ga.</p><p>Dear Mr. Bond --</p><p>I have followed the ""ups and downs"" of Julian Bond for some time now and I am glad that you have finally achieved your just dues.  I feel sure that fate decrees that you shall have a brilliant carreer as a public servant in your great state, and I wish you the best always.</p><p>I would appreciate it very much if you would find the time to send me your autograph, I hope I am not out of order in asking you this small favor.  Hoping that I shall hear from you and with all good wishes   .</p><p>I am,</p><p>Sincerely,</p><p>Milo L. Pearson Jr.</p><p><sup>(Thank you.)</sup></p><p>Thanks to FromThePage transcription contributors: Greg14 Sarah Ahmad</p>"
PJB 1470,"<p><span class=""depth2"" title=""LA VISTA JUNIOR WOMAN'S CLUB"">LA VISTA JUNIOR WOMAN'S CLUB</span><br/>ATLANTA, GEORGIA 30329</p><p>January 4, 1968</p><p>Representative Julian Bond<br/>823 Drummond Street S.W.<br/>Atlanta, Georgia 30314</p><p>Dear Representative Bond:</p><p>The La Vista Junior Woman's Club would like to urge you to earmark and line item $200,000.00 for day care centers for the retarded in the State Health Department's budget.  These funds are drastically needed to keep facilities operating and to allow for expansion.</p><p>We also support the State Health Department's budget request of $1,200,000.00 for operating the new Georgia Mental Retardation Center.</p><p>We are also in favor of a mandatory education law for educable and trainable mentally retarded.  These services are supplied in the Metropolitan Atlanta School Area but are very lacking throughout the state.  We feel that all mentally retarded should be provided special classes.</p><p>Your support of the budget requests for Gracewood and Milledgeville and Vocational Rehabilitation Services is also urged.</p><p>We would appreciate your support of programs designed to help the mentally retarded.</p><p>Yours truly, <br/><sup>signature of Mrs. Frank A. Gheesling</sup><br/>Mrs. Frank A. Gheesling<br/>President<br/><sup>signature of Mrs. H. Scott Titshaw, Jr.</sup><br/>Mrs. H. Scott Titshaw, Jr. <br/>Public Affairs Chairman<br/>2458 Cravey Dr., N.E.</p><p>[Handwritten draft response from Julian Bond]<br/><sup>Dear - - - - -:<br/>Many thanks for your letter of 1/4/'68.  Please be assured that I share your concerns and will give these matters <strike>your</strike> my full attention. <br/>Sincerely, </sup></p><p>Thanks to FromThePage transcription contributors: AlyM76 Carlos Perez</p>"
930,"<p><i>The Chicago</i> URBAN <br/>League <i>for the improvement of race relations through research, education and community organization</i></p><p>March 10, 1967</p><p>Honorable Julian Bond<br/>Member of the House of Representatives<br/>823 Drummond Street, S. W.<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>Thank you for agreeing to serve as a member of the panel on Wednesday, May 3, at Orchestra Hall, Chicago, Illinois, when Mr. Irv Kupcinet will televise his weekly television show for the benefit of the Woman's Board of the Chicago Urban League.</p><p>We wish to assume the expenses of your trip, and can offer you, as well, $200.00 as a small appreciation of your time and effort on our behalf.</p><p>Kup's Show will run from 8:30 p.m. to 10:00 p.m. that evening. The Woman's Board will have a reception for the panel and 400 guests in the ballroom of Orchestra Hall immediately following the program.</p><p>We will be in touch with you subsequently about your travel arrangements and your wishes for hotel accommodations while in town.</p><p>We want you to know how pleased and honored we are that you will be our guest on May 3. Your presence on our panel will insure the success of our benefit.</p><p>Sincerely,<br/>Cornelia B. Baxter<br/>(Mrs.) James P. Baxter<br/>President</p><p>CB/jb</p><p>[Bond's draft response]:<br/>Dear - - - - -:</p><p>Thanks for your letter. Could you give me some idea of the format of the show?</p><p>[The following is the information on the right margin of the letterhead.]<br/><i>4500 So. Michigan Avenue</i><br/><i>Chicago 53, Illinois</i><br/><i>ATlantic 5-5800</i></p><p><b>OFFICERS:</b><br/><i>President</i><br/>Sherman R. Abrams<br/><i>Chairman, Exec. Committee</i><br/>H. B. Law<br/><i>Vice Presidents</i><br/>James P. Baxter<br/>George E. Johnson<br/>William H. Robinson<br/><i>Secretary</i><br/>Mrs. Carey B. Preston<br/><i>Treasurer</i><br/>Henry E. Seyfarth<br/><i>Assistant Treasurer</i><br/>Millard Robbins, Jr.<br/><i>Executive Director</i><br/>Edwin C. Berry</p><p><b>DIRECTORS:</b><br/>Lester Asher<br/>Frank H. Cassell*<br/>Leonard S. Chess<br/>Mrs. Earl B. Dickerson<br/>Robert M. Drevs<br/>Rev. Joseph H. Evans<br/>Henry G. Fort<br/>Angelo G. Geocaris<br/>Rev. Harry B. Gibson, Jr.<br/>Daryl F. Grisham<br/>T. P. Harris<br/>Philip M. Hauser<br/>William E. Hill<br/>Raymond M. Hilliard<br/>Frank C. Hoppensteadt<br/>Lemuel B. Hunter<br/>Le Roy W. Jeffries<br/>Mrs. Clinton King*<br/>William F. Mc Curdy<br/>Abner J. Mikva<br/>James B. Parsons<br/>Donald Peters<br/>Robert A. Pritzker<br/>Mrs. Paul S. Russell<br/>Hank R. Schwab<br/>A. W. Williams<br/>Jasper Williams<br/>Samuel W. Witwer<br/>James C. Worthy<br/>*On Leave for 1966</p><p><i>An affiliate of the National Urban League</i></p><p><i>Endorsed by the Chicago Association of Commerce and Industry for the period ending December 31, 1966</i></p><p><i>Contributions to the Chicago Urban League are deductible for income tax purposes</i></p><p>[image of a red feather]<br/></p><p>Thanks to FromThePage transcription contributors: Jannyp Sarah Ahmad  TeeTwoThree</p>"
PJB 831,"<p>1101 Livermore Street<br/>Yellow Springs, Ohio<br/>February 6, 1967</p><p>Julian Bond<br/>National Council for New Politics<br/>250 West 57th Street<br/>New York, N.Y.  10019</p><p>Dear Mr. Bond:</p><p>I am sorry to have misplaced the last letter I received from your office, therefore also losing the name of the correspondent. I any case, I expressed an interest, on the part of the Women for Peace here, to have a representative speaker from the NCNP address the people of our congressional district who are interested in running a peace candidate in 1968. (This is a part of of a group of lectures we are sponsoring to present the possibilities of this move to the community.)</p><p>Since we are not able to completely cover the transportation costs for a speaker, I took the liberty of contacting the Dayton Peace Committee, and received <sup>an</sup> enthusiastic reply confirming their interest in having this speaker address their group as well. (Dayton, you may know, is a 40-minute drive from Yellow Springs.) Since April 11 is one of their meeting dates, and is the best week for us, we wonder if it might be possible to arrange a Yellow Springs meeting April 10 or 12, according to your preference, and the Dayton meeting April 11.</p><p>We are anxious to hear from you as soon as possible.</p><p>Sincerely,<br/>(handwritten signature)</p><p>Mrs. Joseph D'Oronzio<br/>Women for Peace</p><p>P.S. I would also be interested in receiving your newsletter to better inform our group of your efforts.</p><p>cc:  Fremont Williams, Dayton Peace Committee<br/>925 Dartmouth Drive<br/>Dayton, Ohio</p><p>Thanks to FromThePage transcription contributors: esh999 TeeTwoThree Sarah Ahmad</p>"
PJB 820,"<p>AMERICAN FRIENDS SERVICE COMMITTEE<br/>INCORPORATED<br/>160 North Fifteenth Street, Philadelphia, Pennsylvania 19102<br/>area code 215 LOcust 3-9372</p><p>Gilbert F. White<br/>Chairman<br/>Henry J. Cadbury<br/>Honorary Chairman<br/>Colin W. Bell<br/>Executive Secretary</p><p>December 15, 1966</p><p>Julian Bond<br/>823 Drummond S. W.<br/>Atlanta, Ga. 60614</p><p>Dear Julian Bond:</p><p>Our Regional Office in Seattle, Washington, in planningits series of <br/>eleven leadership Seminars on Social Revolution and Nonviolence, wishes<br/>to invite you for the Seminar which will be on ""The Negro Revolution and<br/>Nonviolence.""  This Seminar is scheduled for <u>May 19, 1967</u>.</p><p>We are actually requesting two days in Seattle because, in addition to<br/>the leadership seminar, we would like very much to have you speak at a<br/>public meeting sponsored by the AFSC and a press conference also.  Iam<br/>writign to ask if you could give us two days in Seattle:  <u>Wednesday, May 17</u><br/>and <u>Thursday, May 18</u>, using the 16th and 19th as travel days.</p><p>We would be very happy to take care of your travel and hospitality ex-<br/>penses and in additon we would/provide a token honorarium of $200.</p><p>I do hope you will be able to give favorable consideration to this invi-<br/>tation because your background and experience would add an immeasurable<br/>dimension to the quality of this series of seminars.  You have many<br/>supporters, of course, in Service Committee circles.  But beyond that I<br/>know you must have quite a following of people all across the country<br/>who appreciate your efforts and follow your endeavors with sympathy and <br/>admiration.  I was glad to hear that you will be speaking for us in<br/>St. Petersburg in February.  I hope this invitation from the Pacific<br/>Northwest will also prove attractive to you.</p><p>Sincerely,</p><p>Louise Andrews Sims<br/>Director, Speakers Service<br/>Peace Education Program</p><p>LAS:ir</p><p>Thanks to FromThePage transcription contributors: Doreen Sarah Ahmad</p>"
PJB 986,"<p><span class=""depth3"" title=""ELIZABETH CITY STATE COLLEGE"">ELIZABETH CITY STATE COLLEGE</span><br/>ELIZABETH CITY, NOTH CAROLINA  27909===<br/>April 21, 1967</p><p>The Honorable Julian Bond<br/>Representative<br/>Georgia Legislature <br/>Atlanta, Georgia</p><p>Dear Mr. Bond</p><p>I am writing in response to your inquiry about the student who has been corresponding with you regarding Women's Week-end, beginning May 4. The student's name is Miss Betty Boone, President of Women's Government. We expected you to speak at out Assembly Hour, May 4, at 10:00 A. M.</p><p>Miss Boone has referred to me your letter in regard to transportation. We will be glad to make available at Piedmont Airlines in Chicago your ticket for flight here. The ticket will be available for you by May 3.</p><p>I would like to add that if this particular date poses too much difficutly for you we would be glad to adjust your speaking to our Sunday afternoon session, May 7, at 4 P. M. We would need to know of your decision as soon as possible, however, in order to make the necessary changes.</p><p>We lock forward to your being with us on Women's Week-end and would appreciate any bibliographical material you could send us ahead of time.</p><p>Sincerely yours, <br/>[signed] Rae [E] Williams<br/>(Mrs.) Raw Williams<br/>Associate Director<br/>Student Personnel</p><p>REW:med</p>                       <p><strike>Cooly</strike><br/>Thanks for your kind letter.</p><p>I would appreciate your sending the Chicago - Elizabeth City - <strike>Albany, New York</strike> Atlanta ticket to my home address, 36 Lee Street, S. W. Atlanta, Ga.</p><p>I will need to receive  it before May 2nd for I will will be away from here from then on.</p><p>Sincerely</p><p>bio</p><p>Thanks to FromThePage transcription contributors: Princess1 Carlos Perez Sarah Ahmad</p>"
PJB 1131,"<p>[NAACP seal in left hand corner with a lawyer scale] text as follows NAACP FOUNDED  1909  OVER 50 YEARS<br/><b>SOUTH SHORE BRANCH <br/>NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE===</b><br/><span class=""depth3"" title=""COUNTY ROAD"">COUNTY ROAD</span><br/><span class=""depth3"" title=""PLYMPTON, MASSACHUSETTS  02367"">PLYMPTON, MASSACHUSETTS  02367</span></p><p>May 11, 1967</p><p>Representative Julian Bond<br/>House of Representatives<br/>Atlanta, Georgia</p><p>Dear Mr. Bond:<br/>I am writing to find out if you have made plane reservations for coming to the South Shore Branch National Association for the Advancement of Colored People on June 18, 1967.</p><p>We would appreciate hearing from you as soon as possible so as to make aarrangements for meeting your, etc?</p><p>Thank you for you attention to the matter.</p><p>Very truly yours<br/>Mrs. Walter G. Lopes<br/>Publicity Chairman<br/>207 Tilden Road<br/>Satuate, Mass.</p>                       <p>Dear Mrs. Lopes:<br/>I have both your letters here.</p><p>I believe in our earlier corresponence I had asked that travel arrangements be made from your end for travel and hotel accomodations.</p><p>As gracious as your kind invitation is, I find it easier to stay in a hotel or motel.</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Carlos Perez</p>"
1058,"<p>207 Tilden Road<br/>Scituate, Mass.<br/>May 18, 1967</p><p>Rep. Julian Bond<br/>House of Representatives<br/>Atlanta, Georgia</p><p>Dear Rep. Bond:</p><p>Thank you very much for your letter of May 16, 1967.</p><p>We called the airport today and got the following reservations: your tickets will be waiting for you at the airport on June 16, the flight is 130Y via Eastern from Atlanta to Boston. The plane will be leaving at 10:10 A.M. and arriving in Boston at 1:15 P.M. Arrangements will be made to meet you at the airport in Boston.</p><p>Your return flight will be a shuttle flight (the only one we could get) coach. It leaves Boston on June 17 at 11:30 A.M. arriving at 12:29 at Newark, leaves Newark 1:10 P.M. and arriving in Atlanta at 3:52 P.M.</p><p>We will make reservations at a hotel or motel for you.</p><p>Also, some of the newspapers have asked if it would be possible to hold</p>                       <p>a press conference before the banquet for some of the papers who would not be attending the banquet. If agreeable to you we would like to arrange it for 6:00 P.M. at Valle's. It would only be for half an hour and would give us some good relations with the papers which we need for much. Would you please let me know if this all right with so we can notify the papers, television networks, radio stations.</p><p>If you have any further questions do not hesitate to write me.</p><p>Very truly yours,<br/>Mrs. Walter G. Lopes<br/>Publicity Chairman<br/>So. Shore NAACP.</p><p>Thanks to FromThePage transcription contributors: TeeTwoThree Sarah Ahmad</p>"
PJB 1132,"<p>[left hand top corner NAACP Seal with a lawyer scale] text NAACP FOUNDED  1909  OVER 50 YEARS<br/><span class=""depth3"" title=""SOUTH SHORE BRANCH"">SOUTH SHORE BRANCH</span><br/><span class=""depth3"" title=""NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE"">NATIONAL ASSOCIATION FOR THE ADVANCEMENT OF COLORED PEOPLE</span><br/><span class=""depth3"" title=""COUNTY ROAD"">COUNTY ROAD</span><br/><span class=""depth3"" title=""PLYMPTON, MASSACHUSETTS  02367"">PLYMPTON, MASSACHUSETTS  02367</span></p><p>May 7, 1967</p><p>Representative Julian Bond<br/>House of Representatives<br/>Atlanta, Georgia</p><p>Dear Representative Bond;</p><p>As publicity chairman of the above organization I am writing to see if you would furnish us with an outline of the speech that you will be making at our third annual banquet, Friday, June 16, 1967, at Valle's Steak House.</p><p>Would you please forward it to <u>Mrs. Walter G. Lopes, Publicity Chairman,  207 Tildew Road.  Scituate, Mass.  02066</u></p><p>Thank you for your attention to the matter.</p><p>Very truly yours,</p><p>Mrs. Walter G. Lopes</p>                       <p>I don't have a written speech,  but generally discuss the history and future of the civil rights movement.</p><p>When I be hearing from you regarding transportation?</p><p>Sincerely,</p><p>Thanks to FromThePage transcription contributors: esh999 Princess1 Carlos Perez</p>"
PJB 847,"<p>You'd be a Peach of a Valentine</p>                       <p>For Excellence in Government - First Annual Valentine Award</p><p>Nancy Takiguchi<br/>Patricia Sutherland</p>                       <p>1734 Blake, Apt. G.<br/>Berkeley, Calif.<br/>94703</p><p>The Honorable H. Julian Bond<br/>Georgia State House of Representatives<br/>Atlanta, Georgia</p><p>Thanks to FromThePage transcription contributors: SandraGonzalez Sarah Ahmad</p>"
893,"<p>LAWRENCEVILLE ECONOMIC ACTION PROGRAM • LEAP</p><p>3541 BUTLER STREET</p><p>PITTSBURGH, PA.  15201</p><p>Phone 683-7373</p><p>February 16, 1967</p><p>Mr. Julian Bond</p><p>Georgia State House of Representatives</p><p>Atlanta, Georgia</p><p>Dear Mr. Bond:</p><p>I was very impressed with your talk at the Carnegie Lecture Hall during your recent trip to Pittsburgh.</p><p>Congratulations for setting an excellent example of what every young Negro and white person ought to be.</p><p>I would be most pleased to obtain some of your campaign picture posters, bumper stickers, etc.  I would greatly appreciate having any of this available material.  Thank you very much.</p><p>Sincerely</p><p>Nancy Louise Olszewski</p><p>400 Beverly Rd.</p><p>Pittsburgh, Pennsylvania</p><p>15216</p><p><sup>(Thank you.  Don't have any.)</sup></p><p>Affliliated with ACTION-Housing, Inc. &amp; Mayor's Committee on Human Resources, Inc.</p><p>Thanks to FromThePage transcription contributors: Greg14 Sarah Ahmad</p>"
PJB 1471,"<p><span class=""depth2"" title=""A. Philip Randolph Educational Fund"">A. Philip Randolph Educational Fund</span><br/>A. Philip Randolph<br/>President<br/>Dr. Robert Gilmore<br/>Treasurer<br/>Bayard Rustin<br/>Executive Director<br/>217 WEST 125TH STREET / NEW YORK, N.Y. 10027 / (212) 666-2415</p><p>January 4, 1968</p><p>Mr. Julian Bond<br/>c/o State Legislature <br/>Atlanta, Georgia</p><p>Dear Julian Bond:</p><p>We have scheduled our first discussion series with young militants for the weekend of March 29-31 in New York City.  Because of the holidays and your own busy schedule, you may not have had an opportunity to respond to my letter I sent you.  We would very much like to hear from you as to whether or not you are available that weekend to be one of the resource people.  We also would appreciate your ideas about other possible resource people, names of young militants that should be invited, and any suggestions you might have in regard to the format and structrure of the discussion.</p><p>Waiting a reply at your earliest convenience.</p><p>Sincerely, <br/><sup>signed Norm</sup><br/>Norman Hill<br/>Associate Director</p><p>NH:mg<br/>enclosure:<br/>Young Militants Conference<br/>Proposal</p><p>Norman Hill, Associate Director<br/>Jervis Anderson, Assistant to the Executive Director</p><p>Rachelle Horowitz, Administrative Assistant<br/>Emma Thomas, Staff Associate</p>                       <p><sup>Dear Norm:</sup><br/><sup><strike>Please</strike></sup></p><p>Please excuse my lateness in answering your original letter.</p><p>I believe that I can make the conference you've planned, but I must accept conditionally.</p><p>I have to have a small operation in the spring sometime, and my doctor may choose that weekend for it.</p><p>At any rate, I am noting it on my calendar, and will look forward to seeing you on March 29th.</p><p>Sincerely, </p><p>Thanks to FromThePage transcription contributors: AlyM76 Carlos Perez</p>"
917,"<p>Tell him I will check with Leroy, Gov Maddocx, and will refer complaint to A.A.U. when I have the facts</p><p>8 March 67<br/>Rep. Julian Bond<br/>State Capital Bldg<br/>Atlanta, Ga</p><p>Dear Sir, <br/>I am a negro serviceman writing in regards to a traffic ticket I received near Pearson Ga. I was traveling with my wife and three children to my new duty station. I was not guilty of the charge, but for the sake of my wife and  children I paid the $30.00. I wrote Gov. Maddox and Senator Leroy Johnson, giving them the full details of this matter. I also sent the traffic ticket to Senator Leroy Johnson. Anything that you can do to prevent some other serviceman or traveler from falling into a trap as I did of receiving a traffic ticket without being guilty of the charge,</p>                       <p>-2-<br/>will be aprreciated by me and I'm sure by some others. I was told by a citizen of Pearson that had I paid the ticket in cash the<strike>Shef</strike> Sheriff would have put the money in his pocket.</p><p>Thank you Sir for your time &amp; consderation of this matter.</p><p>Sincerely<br/>Alen E. Johnson<br/>S/Sgt USAF<br/>21 Addison St.<br/>Hartford, Con</p><p>P.S. Sen Johnson will give you the full details</p><p>Thanks to FromThePage transcription contributors: Princess1 Sarah Ahmad</p>"
PJB 982,"<p>[top margin] Thanks       [right hand corner] B x 112, Eagle River, Wis</p><p>4-18-67</p><p>Hon. Julian Bond,<br/>State Legislature of Georgia: -</p><p>Dear Assemblyman:-<br/>You probably do not remember my correspondence with you.</p><p>I am happy that you were finally seated, and that <sup>your</sup> present effort as befpre. to have equal justice under the law excercised, is being examphlified.</p><p>I can not say enough as to the rights</p><p>a black man fights for and deserves.</p><p>I wish to say that you are also speaking for thousands of yourbrothers of white and other colors who do not have the courage and integrity to face a literal homicidal Siberia</p><p>I do not have the financial equipment to express my<br/></p>                       <p>2<br/>constitutional veiws, state or nation-wide, but rest assured, should you come this way, I will make every effort to afford a Hall, speaking place and.or Your acquaintance with some liberals in this area.</p><p>You have made an indelible impression, not only in Georgia, but U. S. wise, in your demand of equal rights.</p><p>This area is known for still going to Joe Mc Carthy's wake, but with my &amp; other's effort, it is slowly comming about to a more lilberal aspect.</p><p>My son spent 1 year and a month in Viet Nam (Marines) and you can imagine his report on that phony war.</p><p>I sure would like to talk to you.<br/>With kind regards,<br/>Otto A. Hendrick son</p><p>Thanks to FromThePage transcription contributors: lbaker Princess1 Carlos Perez</p>"
877,"<p>2<br/>Congress. If organizaions like the Georgia Voters Leaque can continue their Fine work we can look forward to a futute of decent and democratic representatation in Washington and on the state level, a representation that will insure equal treatment for all Americans.</p><p>If I can be of further service, please don't hesitate to contact me.</p><p>Sincerely</p>                       <p>P.B. McCOY, Chairman 1021 Blackwell St. Waycross, Georgia St. Waycross, Georgia  31501  Ph. 283-0427 [there is a going to bottom of the page with over circled]<br/>REV. J. E. ROSS, Secretary  913 Daniel St. Waycross, Georgia  31501<br/>REV. J. F. MANN, Chm. Exec. Comm.  2027 Lee St.  Brunswick, Georgia  313290  Ph Am 5-9396</p><p><span class=""depth3"" title=""STATEWIDE REGISTRATION COMMITTEE"">STATEWIDE REGISTRATION COMMITTEE</span><br/><span class=""depth3"" title=""GEORGIA VOTERS LEAGUE"">GEORGIA VOTERS LEAGUE</span><br/><span class=""depth3"" title=""EIGHTH CONGRESSIONAL DISTRICT"">EIGHTH CONGRESSIONAL DISTRICT</span></p><p>March 5, 1967.</p><p>Honorable Julian Bonds. Rep.<br/>State Capitol<br/>Atlanta Ga.</p><p>Dear Sir.</p><p>We the members of the Georgia Voters League Statewide Registration Committee, 8th Congressional District, are so distribed over the cuting of the Federal Funds of the school lunch room program by the president, until we were moved to write you.</p><p>Becaue of the intrinsic value of the education program and you being a part of the State of Georgia, we are asking you to do all that is in your power and urge all of your coleagues to do what ever they can to influence the president to consider and restore this funds please.</p><p>Repectfuly yours</p><p>G.V.L. 9th Congressional District<br/>P. B. McCoy President<br/>[penciled in] J E Pass<br/>Elder J.E.Ross  Secretary</p>                       <p>Dear Rev. McCoy:</p><p>Many thanks for your letter.  I am sympathetic, of course, but we must realize that step-ups in spending in Vietnam will mean cut-offs in spending here.</p><p>When President Johnson says we can have guns <u>and</u> butter, he means we can't have any bread to put our butter on:  The War on Poverty, federal aid to schools, cities and other programs like the school lunch room program will continue to suffer as long as the war waged by this country on the people of Vietnam continues.</p><p>Please rest assure that I will do everything in my power to get the President and Congress to increase all federal funds to existing programs.</p><p>Incidentally, your congressman - and mine - have just removed from office the one man <strike>in</strike> who would stand up for our rights in</p>                       <p><span class=""depth3"" title=""[sea of Georgia] text STATE OF GEORGIA  1776"">[sea of Georgia] text STATE OF GEORGIA  1776</span><br/><span class=""depth3"" title=""House of Representatives  Atlanta"">House of Representatives  Atlanta</span></p><p>Thanks to FromThePage transcription contributors: Princess1 lbaker Greg14 Sarah Ahmad</p>"
